StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,Q34,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q5_1,Q5_2,Q5_3,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q35,Q35_6_TEXT,Q23,Q36_6_TEXT,Q36,Q37_6_TEXT,Q37,Q38_6_TEXT,Q38,Q39_6_TEXT,Q39,Q40_6_TEXT,Q40,Q8_1,Q8_2,Q10,Q11,Q2,Q3,Q15,Q35,Q37_6_TEXT - Topics
11/28/15 21:56,11/28/15 22:00,0,128.171.71.146,100,243,1,11/28/15 22:00,R_1yM0xo9PpnbdGPX,,,,,19.69760132,-155.1412964,anonymous,2031,5,5,5,5,5,5,2,8,8,2,4,4,4,5,2,2,2,5,5,5,2,2,2,3,2,2,6,architect,14,medical,14,engineer,14,scientist,14,biologist,14,commander,14,1,1,8,2,As usual,Dinner,11/28/15,Sport in the afternoon ,
11/28/15 23:16,11/28/15 23:20,0,128.171.71.146,100,245,1,11/28/15 23:20,R_b2usOziVGckxGJv,,,,,19.69760132,-155.1412964,anonymous,2035,5,5,5,5,5,5,2,7,8,4,4,5,5,5,4,1,4,5,5,5,3,3,3,3,4,2,6,architect,10,medical,14,engineer,14,scientist,13,biologist,12,commander,15,1,1,8.5,2,"We werent able to do our task today, an eva, but we exercisd together and got other things done",Dinner and balloon fight,11/28/15,Off for exercise and shower in the middle of the day,
11/28/15 23:33,11/28/15 23:36,0,128.171.71.146,100,186,1,11/28/15 23:36,R_e3yyWohjEogObhH,,,,,19.69760132,-155.1412964,anonymous,2034,5,5,5,5,5,5,2,8,8,2,2,5,5,5,2,2,2,5,5,5,4,2,2,3,3,1,6,architect,14,medical,14,engineer,14,scientist,14,biologist,14,commander,14,1,1,8,2,Clean-up after dinner was inefficient ,Dinner together,11/28/15,Worked mostly in my room ,
11/29/15 1:21,11/29/15 1:23,0,128.171.71.146,100,139,1,11/29/15 1:23,R_6WN5XMEEcxe1Mot,,,,,19.69760132,-155.1412964,anonymous,2036,6,6,6,5,5,5,2,9,8,3,6,5,5,6,1,1,1,4,4,6,5,2,3,4,4,2,6,architect,16,medical,15,engineer,15,scientist,15,biologist,15,commander,16,1,2,8,3,Mostly lone tasks today ,Chatting at dinner ,11/28/15,Removed badge early afternoon for workout and shower. ,
11/29/15 20:52,11/29/15 20:57,0,128.171.71.146,100,263,1,11/29/15 20:57,R_6WEnfnqjKuIM9rT,,,,,19.69760132,-155.1412964,anonymous,2033,4,4,4,5,5,5,2,2,8,1,5,5,5,4,2,5,5,5,5,5,4,1,4,3,3,4,6,architect,15,medical,15,engineer,15,scientist,15,biologist,15,commander,15,1,2,7,1,,,11/29/15,No badge,
11/29/15 21:13,11/29/15 21:18,0,128.171.71.146,100,268,1,11/29/15 21:18,R_a5EmEc5iaLhUBVj,,,,,19.69760132,-155.1412964,anonymous,2032,4,3,4,5,5,5,2,8,8,3,4,5,4,5,1,1,1,5,5,5,3,3,3,4,3,1,6,architect,16,medical,16,engineer,16,scientist,15,biologist,16,commander,16,1,1,8,2,Cleaned the hab,Dinner was pretty ok,11/29/15,Removed for exercise and cleaning toilets,
11/29/15 21:29,11/29/15 21:33,0,128.171.71.146,100,265,1,11/29/15 21:33,R_3IZOZntta5Rke8J,,,,,19.69760132,-155.1412964,anonymous,2031,5,6,6,5,6,5,2,8,8,3,4,5,5,6,1,1,2,6,6,5,2,2,2,3,2,2,6,architect,14,medical,14,engineer,14,scientist,14,biologist,14,commander,14,1,1,7,1,Habcom for hours; efficient weekly meeting ,"Dinner, helping a crewmate with an application ",11/29/15,Sport in the afternoon; dead battery/charging this morning ,
11/29/15 21:48,11/29/15 21:52,0,128.171.71.146,100,211,1,11/29/15 21:52,R_3E6MkPf37L3ysip,,,,,19.69760132,-155.1412964,anonymous,2035,5,5,5,5,5,5,2,7,8,4,4,5,5,5,2,2,5,5,5,5,3,3,3,3,4,2,6,architect,12,medical,13,engineer,14,scientist,13,biologist,12,commander,15,1,1,8,2,We got an eva out of the door and unpacked from a delivery.,Dinner and weekky meeting,11/29/15,Off from 12 to 3 for exercise ,
11/29/15 22:31,11/29/15 22:37,0,128.171.71.146,100,343,1,11/29/15 22:37,R_a9618WHW0ARM48l,,,,,19.69760132,-155.1412964,anonymous,2036,6,6,6,5,5,5,2,9,8,4,5,6,5,6,3,1,4,6,5,6,4,2,3,5,3,2,6,architect,16,medical,16,engineer,16,scientist,16,biologist,16,commander,16,1,2,6,3,Worked in coordination with outside EVA team during generator and UPS test.,Team meeting at dinner ,11/29/15,,
11/30/15 0:19,11/30/15 0:21,0,128.171.71.146,100,154,1,11/30/15 0:21,R_2gzuTlDHDvMnNB3,,,,,19.69760132,-155.1412964,anonymous,2034,5,5,5,5,5,5,2,7,8,5,4,5,5,5,2,2,2,5,5,5,3,4,3,3,3,2,6,architect,14,medical,14,engineer,14,scientist,14,biologist,14,commander,14,1,1,6,1,Set up experiment ,Dinner together ,11/29/15,"Morning: eva
Afternoon: work in room",
11/30/15 20:36,11/30/15 20:39,0,128.171.71.146,100,171,1,11/30/15 20:39,R_cSJufm8iBZrga5T,,,,,19.69760132,-155.1412964,anonymous,2033,4,4,4,5,5,5,2,2,8,1,5,5,5,5,2,2,5,5,5,5,3,1,3,3,3,2,6,architect,15,medical,15,engineer,15,scientist,15,biologist,15,commander,15,1,2,7,1,,,11/30/15,No badge,
11/30/15 21:19,11/30/15 21:23,0,128.171.71.146,100,264,1,11/30/15 21:23,R_9SOGhbHNVDYjWPr,,,,,19.69760132,-155.1412964,anonymous,2032,4,3,4,5,5,5,2,8,8,3,4,6,4,5,1,1,2,5,6,6,3,3,2,4,2,1,6,architect,16,medical,16,engineer,16,scientist,16,biologist,16,commander,16,1,1,8,2,Effectively made shelves for plants and a kickass dinner,Had a good time shqving andrzejs head,11/30/15,Removed for cooking and exercise,
11/30/15 22:19,11/30/15 22:26,0,128.171.71.146,100,466,1,11/30/15 22:26,R_5hIQ0BurBBUN5pH,,,,,19.69760132,-155.1412964,anonymous,2034,4,5,4,5,5,5,3,5,7,2,6,5,6,5,4,2,4,5,5,5,4,2,3,4,4,3,6,architect,14,medical,13,engineer,14,scientist,14,biologist,,commander,14,2,2,7,2,:ery effective team work in making a video at short notice ,Game night,11/30/15,"Morning - work in my room
Around 3 - video filming ",
11/30/15 22:25,11/30/15 22:28,0,128.171.71.146,100,212,1,11/30/15 22:28,R_exM4VoDBiFsfzUx,,,,,19.69760132,-155.1412964,anonymous,2036,6,6,6,5,5,5,1,9,9,4,5,5,5,6,1,1,1,5,4,6,3,2,3,5,3,1,6,architect,15,medical,16,engineer,16,scientist,16,biologist,16,commander,15,1,1,8,2,Mostly lone tasks today ,"Chatting at dinner, people took turns shaving various shapes as I took off my Movember beard, and board games at night",11/30/15,Removed badge late afternoon for workout ,
11/30/15 22:35,11/30/15 22:53,0,128.171.71.146,100,1043,1,11/30/15 22:53,R_cMwgWMAdDnItELH,,,,,19.69760132,-155.1412964,anonymous,2031,5,6,6,6,6,6,2,8,8,3,5,6,5,6,3,1,3,5,6,6,3,2,3,4,3,1,6,architect,14,medical,14,engineer,14,scientist,14,biologist,14,commander,14,1,1,7,2,Helped a crewmate for an application ,"Dinner, board games ",11/30/15,Sport in the afternoon ,
11/30/15 23:21,11/30/15 23:24,0,128.171.71.146,100,183,1,11/30/15 23:24,R_3JaOizAraAlEcHX,,,,,19.69760132,-155.1412964,anonymous,2035,5,5,5,5,5,5,2,7,8,4,4,5,5,5,1,1,4,5,5,5,3,3,3,3,4,2,6,architect,10,medical,14,engineer,13,scientist,13,biologist,12,commander,15,1,1,8,2,We had a team meeting and made some plans.,Dinner together.  Some people played games.,11/30/15,,
12/1/15 20:55,12/1/15 20:59,0,128.171.71.146,100,248,1,12/1/15 20:59,R_1BbZ4JDkF6Wr7Nz,,,,,19.69760132,-155.1412964,anonymous,2035,5,5,5,5,5,5,2,7,8,4,4,5,5,5,1,1,1,5,5,5,4,3,4,3,4,2,6,architect,13,medical,13,engineer,13,scientist,13,biologist,12,commander,14,1,1,6,2,We planned an eva for tomorrow and did our tasks,Dinner and dancing,12/1/15,Off until noon due to media activities,
12/1/15 21:00,12/1/15 21:02,0,128.171.71.146,100,157,1,12/1/15 21:02,R_beYyhi5VezN8HCl,,,,,19.69760132,-155.1412964,anonymous,2033,4,4,4,5,5,5,2,2,8,1,5,5,5,5,2,2,5,5,5,5,3,1,3,3,3,2,6,architect,15,medical,15,engineer,15,scientist,15,biologist,15,commander,15,1,2,7,1,,,12/1/15,No badge,
12/1/15 21:01,12/1/15 21:05,0,128.171.71.146,100,246,1,12/1/15 21:05,R_efEu8rZy6V36X4x,,,,,19.69760132,-155.1412964,anonymous,2032,4,4,4,5,5,5,2,7,8,3,3,6,4,4,2,1,1,5,5,6,3,3,3,5,2,1,6,architect,16,medical,15,engineer,16,scientist,15,biologist,16,commander,16,1,1,8,2,Working out as a group was pretty good,Dancing wasn't as annoying as usual,12/1/15,Removed for exercise and cooking ,
12/1/15 22:31,12/1/15 22:35,0,128.171.71.146,100,257,1,12/1/15 22:35,R_8HSMeB1bieU1uxT,,,,,19.69760132,-155.1412964,anonymous,2031,6,6,6,6,6,6,2,7,8,2,5,5,5,6,1,1,1,5,5,5,4,2,3,4,4,2,6,architect,14,medical,14,engineer,14,scientist,15,biologist,15,commander,14,1,1,7,2,Spent most of the day answering media requests,"Salsa, dinner",12/1/15,Sport and nap in the afternoon ,
12/1/15 23:08,12/1/15 23:10,0,128.171.71.146,100,166,1,12/1/15 23:10,R_a5bpd3SWpdpM1rD,,,,,19.69760132,-155.1412964,anonymous,2036,6,6,6,5,5,5,1,9,9,4,5,5,4,6,1,1,1,5,4,6,4,2,3,5,3,1,6,architect,16,medical,16,engineer,16,scientist,16,biologist,16,commander,16,1,1,8,2,Mostly lone tasks today ,"Chatting at dinner, and salsa dancing after dinner ",12/1/15,Removed badge mid-afternoon for workout ,
12/2/15 20:57,12/2/15 20:59,0,128.171.71.146,100,102,1,12/2/15 20:59,R_5mXenVXf0ycO37T,,,,,19.69760132,-155.1412964,anonymous,2033,4,4,4,5,5,5,2,2,8,1,5,5,5,5,2,2,5,5,5,5,3,1,3,3,3,3,6,architect,15,medical,15,engineer,15,scientist,15,biologist,15,commander,15,1,1,6,1,,,12/2/15,No badge,
12/2/15 21:31,12/2/15 21:34,0,128.171.71.146,100,232,1,12/2/15 21:34,R_ewFFFwfg4KZCRrD,,,,,19.69760132,-155.1412964,anonymous,2032,4,3,4,5,5,5,3,6,7,6,4,6,5,5,1,1,1,6,6,6,3,5,3,5,3,2,6,architect,16,medical,16,engineer,16,scientist,16,biologist,16,commander,16,2,1,7.6,2,Did a great EVA run,"Haf a buffalo game  night, which i ruled over",12/2/15,"Removed for EVA, exercise, cleaning and shower",
12/2/15 21:41,12/2/15 21:54,0,128.171.71.146,100,789,1,12/2/15 21:54,R_881lrksxCagbao5,,,,,19.69760132,-155.1412964,anonymous,2035,5,5,5,5,5,5,2,7,8,4,4,5,5,5,1,1,1,5,5,5,4,3,4,4,4,2,6,architect,14,medical,14,engineer,14,scientist,14,biologist,13,commander,15,1,1,6.5,2,Did an eva with a new task.,Dinner and games.,12/2/15,,
12/2/15 21:56,12/2/15 21:59,0,128.171.71.146,100,191,1,12/2/15 21:59,R_0PMa2bHFlvdYAx7,,,,,19.69760132,-155.1412964,anonymous,2036,6,6,6,5,5,5,1,6,9,6,5,6,6,6,1,1,1,6,6,6,4,5,4,5,4,2,6,architect,16,medical,16,engineer,16,scientist,16,biologist,16,commander,16,2,2,8,3,"EVA, and assisted with dishes in kitchen","Chatting at dinner, and game night",12/2/15,"Did not wear badge in morning during EVA, removed badge mid-afternoon for nap ",
12/2/15 22:43,12/2/15 22:47,0,128.171.71.146,100,234,1,12/2/15 22:47,R_eyss3nzLetuX6Vn,,,,,19.69760132,-155.1412964,anonymous,2031,6,6,6,6,6,6,2,7,8,2,4,6,5,5,1,1,2,6,5,5,3,2,3,3,3,1,6,architect,14,medical,14,engineer,14,scientist,14,biologist,14,commander,14,1,1,8,1,"Group task this morning, requiring close cooperation between 4 crew members in EVA and the remaining 2 in the dome","Lunch, dinner, board games",12/2/15,Long nap in the afternoon ,
12/2/15 23:49,12/2/15 23:53,0,128.171.71.146,100,245,1,12/2/15 23:53,R_e4p3zwC2o5d5PY9,,,,,19.69760132,-155.1412964,anonymous,2034,5,5,5,5,5,5,2,6,8,5,3,5,5,5,2,2,2,5,5,5,2,4,3,3,3,2,6,architect,14,medical,14,engineer,14,scientist,14,biologist,14,commander,14,1,1,8.5,2,Explored lava fields together,Game night,12/2/15,"Eva until 1300
Nap bw 3 and 5",
12/3/15 21:26,12/3/15 21:29,0,128.171.71.146,100,144,1,12/3/15 21:29,R_aWRqmdFmFqyzXLf,,,,,19.69760132,-155.1412964,anonymous,2032,4,4,3,5,5,5,2,8,8,2,4,5,5,5,1,1,1,4,5,6,3,2,2,4,2,1,6,architect,16,medical,16,engineer,16,scientist,16,biologist,16,commander,16,1,1,8,2,Weird group meeting ,Lunch was nice ,12/3/15,Removed for exercise q,
12/3/15 21:48,12/3/15 21:59,0,128.171.71.146,100,683,1,12/3/15 21:59,R_emkK2DsK3VfyEdv,,,,,19.69760132,-155.1412964,anonymous,2034,5,4,4,5,5,5,2,8,8,2,5,5,5,5,3,3,5,5,5,5,3,1,3,3,2,3,6,architect,14,medical,14,engineer,14,scientist,14,biologist,14,commander,15,1,2,8,1,lengthy discussion that lead to ... almost nothing,annoying dinner conversation,12/3/15,"nap around 5, forgot to put it back on",
12/3/15 22:32,12/3/15 22:43,0,128.171.71.146,100,666,1,12/3/15 22:43,R_0jh92anKuvyTUPz,,,,,19.69760132,-155.1412964,anonymous,2033,4,4,4,5,5,5,2,2,8,1,5,6,4,4,2,2,4,5,6,6,3,2,4,4,4,2,6,architect,16,medical,16,engineer,16,scientist,16,biologist,16,commander,16,1,1,5,1,"We made a six person pyramid so we could reach the top shelf where all the naughty DVD's are. All science related of course; Madame bi-curious, Stephen Cocking, all the classics. Great crew bonding time. Just tiring!","Well, we did this funny thing where Andrzej was chewing on the end of his headphone wire and we poked him in the stomach. He was so surprised he hiccuped it right up into his head. At first we were worried, but it turns out, you can wear the headphones dangling out of his face and actually hear his thoughts. Turns out it's just polka music and things he wants to put gravy on. Who knew right? ",12/3/15,"We took off our badges for the science porn. Of course.



Eee err eee err eee err eee err",Unknown
12/3/15 22:46,12/3/15 22:50,0,128.171.71.146,100,235,1,12/3/15 22:50,R_9Fv6L7J7Yvz46vr,,,,,19.69760132,-155.1412964,anonymous,2036,4,4,5,5,5,4,3,7,7,4,6,6,6,5,2,4,5,4,5,5,5,2,3,4,4,2,6,architect,16,medical,16,engineer,15,scientist,15,biologist,16,commander,14,2,2,5,1,"Team meeting about possible crew-ground disconnect at dinner, though commander didn't quite comprehend why others were stressed out",,12/3/15,,
12/3/15 23:09,12/3/15 23:14,0,128.171.71.146,100,288,1,12/3/15 23:14,R_cVbJZ44AvIOs6UZ,,,,,19.69760132,-155.1412964,anonymous,2031,6,6,6,6,6,6,2,8,8,2,4,5,5,6,1,1,2,5,5,5,3,2,3,3,3,2,6,architect,13,medical,14,engineer,14,scientist,14,biologist,14,commander,14,1,1,6,1,As usual ,"Dinner, chatting, cutting my hair (yes, for some reason, it was a social activity)",12/3/15,Sport in the afternoon ,
12/3/15 23:45,12/3/15 23:49,0,128.171.71.146,100,229,1,12/3/15 23:49,R_1MKmvb43xQ8F7Ap,,,,,19.69760132,-155.1412964,anonymous,2035,5,5,5,5,5,5,2,7,8,4,4,5,5,5,1,1,6,5,5,5,4,3,4,4,4,2,6,architect,12,medical,15,engineer,15,scientist,13,biologist,12,commander,15,1,1,7,2,Lots of team building and task stuff today.,Dinner and long team meeting.,12/3/15,Off 2 to 5 for exercise,
12/4/15 21:20,12/4/15 21:23,0,128.171.71.146,100,198,1,12/4/15 21:23,R_71g5KK4DbZgES0J,,,,,19.69760132,-155.1412964,anonymous,2033,4,4,4,5,5,5,2,2,8,1,5,5,5,5,2,5,5,5,5,5,4,1,4,4,4,4,6,architect,15,medical,15,engineer,15,scientist,15,biologist,15,commander,15,1,3,4,1,,,12/4/15,No badge,
12/4/15 21:52,12/4/15 21:56,0,128.171.71.146,100,247,1,12/4/15 21:56,R_di0MrDUN7fPEOON,,,,,19.69760132,-155.1412964,anonymous,2036,5,6,6,5,5,5,3,9,7,4,6,6,5,6,3,4,4,6,6,6,5,3,4,5,4,2,6,architect,16,medical,14,engineer,16,scientist,16,biologist,16,commander,16,1,2,8,2,"Put together the maps for the crew's geology task report, and helped Shey perform maintenance on the composting toilets",Team meeting at dinner ,12/4/15,Removed badge late afternoon to work on composting toilet,
12/4/15 22:16,12/4/15 22:19,0,128.171.71.146,100,152,1,12/4/15 22:19,R_dbBU6a8jw3rcmzz,,,,,19.69760132,-155.1412964,anonymous,2032,4,4,4,5,5,5,2,7,8,2,5,6,5,5,1,1,1,5,6,6,4,2,3,5,4,2,6,architect,16,medical,16,engineer,16,scientist,16,biologist,16,commander,16,1,1,8,2,Did the geology task,Had a good dinner,12/4/15,Removed for exercise ,
12/4/15 22:20,12/4/15 22:25,0,128.171.71.146,100,275,1,12/4/15 22:25,R_6JS3qGHM7YAsTVr,,,,,19.69760132,-155.1412964,anonymous,2035,5,5,5,5,5,5,2,7,8,6,6,6,6,6,5,5,5,6,6,6,4,5,4,4,4,3,6,architect,14,medical,16,engineer,15,scientist,14,biologist,13,commander,16,1,1,7,2,Lots of tasks today and task planning,Meal  and chatting,12/4/15,Off from 1 to 7 for cooking followed by toilet cleaning,
12/4/15 22:47,12/4/15 22:52,0,128.171.71.146,100,275,1,12/4/15 22:52,R_bvzmrZaenywrNoF,,,,,19.69760132,-155.1412964,anonymous,2031,6,6,6,6,6,6,2,8,8,4,5,6,5,6,1,1,2,6,6,6,4,2,3,5,4,1,6,architect,14,medical,14,engineer,14,scientist,14,biologist,14,commander,14,1,1,7,2,Efficient and well-coordinated geology task report,Dinner,12/4/15,Sport in the afternoon ,
12/4/15 22:54,12/4/15 22:59,0,128.171.71.146,100,277,1,12/4/15 22:59,R_0ocOhCcMjA0s7Vr,,,,,19.69760132,-155.1412964,anonymous,2034,4,5,4,5,5,5,2,7,7,2,5,5,5,5,2,2,2,5,5,5,4,1,3,3,3,2,6,architect,14,medical,14,engineer,14,scientist,14,biologist,14,commander,14,1,1,8,1,worked on geology task and got it done!,dinner together,12/4/15,"wore it since 11, but noticed around 3 that my badge was off; put it on the charger for a bit",
12/5/15 21:42,12/5/15 21:45,0,128.171.71.146,100,160,1,12/5/15 21:45,R_1HzOoIxuofsC86x,,,,,19.69760132,-155.1412964,anonymous,2033,5,5,5,5,5,5,2,2,3,1,5,5,5,5,2,2,5,5,5,5,5,1,4,4,5,3,6,architect,15,medical,15,engineer,15,scientist,15,biologist,15,commander,15,1,1,4,1,,,12/5/15,No badge,
12/5/15 21:49,12/5/15 21:53,0,128.171.71.146,100,238,1,12/5/15 21:53,R_d4iyss4AwznhjeJ,,,,,19.69760132,-155.1412964,anonymous,2032,4,4,4,5,5,5,2,8,7,5,4,6,5,5,1,1,1,6,6,6,2,4,4,5,4,2,6,architect,16,medical,16,engineer,16,scientist,15,biologist,15,commander,16,2,1,7,2,Set up the ISS lights all over the hab,"Just a super busy day, derp",12/5/15,"Was doing physically tough work all day and an EVA, not much badge",
12/5/15 23:09,12/5/15 23:13,0,128.171.71.146,100,275,1,12/5/15 23:13,R_a9qz4qlHeBMVQsR,,,,,19.69760132,-155.1412964,anonymous,2031,5,6,6,6,6,6,2,8,8,6,5,5,5,5,1,1,2,6,6,5,3,4,3,4,3,1,6,architect,14,medical,14,engineer,14,scientist,14,biologist,14,commander,14,2,1,7,2,"Eva this morning, discussing a paper an working on another project with a crewmate ","Dinner, movie",12/5/15,Eva in th morning ,
12/5/15 23:09,12/5/15 23:14,0,128.171.71.146,100,289,1,12/5/15 23:14,R_835a0F4gmyeoD5P,,,,,19.69760132,-155.1412964,anonymous,2034,4,5,4,5,5,5,2,6,7,5,4,5,5,5,2,2,2,5,5,5,3,3,2,3,3,2,6,architect,14,medical,14,engineer,14,scientist,14,biologist,14,commander,14,2,1,7.5,2,Discussing interesting  work with a crewmate ,Dinner together ,12/5/15,"Eva until 12, working physically and in my room - did not wear badge",
12/6/15 0:19,12/6/15 0:23,0,128.171.71.146,100,192,1,12/6/15 0:23,R_ehbEuYHopDNZJpr,,,,,19.69760132,-155.1412964,anonymous,2036,6,6,6,5,5,5,1,9,9,4,6,6,5,6,1,1,1,5,5,6,5,3,4,5,4,1,6,architect,15,medical,15,engineer,16,scientist,15,biologist,15,commander,16,1,1,8,2,"Served as Habcom during morning EVA, worked with Shey to get the 3D printer working","Chatting at dinner, movie after dinner ",12/5/15,,
12/6/15 0:25,12/6/15 0:28,0,128.171.71.146,100,192,1,12/6/15 0:28,R_9WWNayaeueU7FE9,,,,,19.69760132,-155.1412964,anonymous,2035,5,5,5,5,5,5,2,7,8,6,6,6,6,6,2,2,2,6,6,6,4,4,4,4,4,2,6,architect,14,medical,15,engineer,15,scientist,13,biologist,13,commander,15,1,1,8,2,"Did a long, hard eva then fixed stuff up on the hab",Dinner and movie,12/5/15,"Off from 9 to noon for eva, then 1 to 4 for construction, then 4 to 7 for  exercise ",
12/6/15 21:02,12/6/15 21:15,0,128.171.71.146,100,775,1,12/6/15 21:15,R_4YIoLVVtkg4Xpxr,,,,,19.69760132,-155.1412964,anonymous,2031,6,6,6,6,6,6,2,8,8,3,5,5,5,6,1,1,2,5,5,5,3,2,3,3,3,1,6,architect,14,medical,14,engineer,14,scientist,14,biologist,14,commander,14,1,1,7,2,"Habcom this morning, than helped people on their projects","Dinner all together, playing music with a crewmate, Hannukah",12/6/15,"People on EVA this morning; sport in the afternoon, then forgot to put back my badge",
12/6/15 21:09,12/6/15 21:15,0,128.171.71.146,100,355,1,12/6/15 21:15,R_bHm7QfO82XhjF0F,,,,,19.69760132,-155.1412964,anonymous,2033,4,4,4,5,5,5,2,2,2,1,5,5,5,5,2,2,5,5,5,5,4,1,4,4,4,3,6,architect,15,medical,15,engineer,15,scientist,15,biologist,15,commander,15,1,3,7,1,,,12/6/15,No badge,
12/6/15 21:40,12/6/15 21:49,0,128.171.71.146,100,523,1,12/6/15 21:49,R_bwOESjjOxRh9cQR,,,,,19.69760132,-155.1412964,anonymous,2034,4,5,4,5,5,5,2,6,7,4,4,5,5,5,2,2,2,5,5,5,3,3,2,4,3,3,6,architect,14,medical,14,engineer,14,scientist,14,biologist,14,commander,14,2,1,7,1,Worked with crewmate efficiently during eva,Dinner together,12/6/15,Morning: eva,
12/6/15 21:56,12/6/15 21:58,0,128.171.71.146,100,152,1,12/6/15 21:58,R_3JBbExe5M0BQwfj,,,,,19.69760132,-155.1412964,anonymous,2032,4,4,3,5,5,5,2,8,8,3,4,5,5,5,1,1,1,6,6,6,3,3,3,5,3,1,6,architect,16,medical,16,engineer,16,scientist,16,biologist,16,commander,16,1,1,8,3,Cleaned the hab,Dinner meetingsmare always a bore,12/6/15,Removed for exercise,
12/6/15 22:17,12/6/15 22:20,0,128.171.71.146,100,180,1,12/6/15 22:20,R_cx1QFHYyjDb0CWN,,,,,19.69760132,-155.1412964,anonymous,2035,5,5,5,5,5,5,2,7,8,5,5,5,5,5,1,1,5,5,5,5,4,3,4,4,4,2,6,architect,12,medical,14,engineer,13,scientist,14,biologist,12,commander,15,1,1,7,2,Got an extra eva out the door,Dinner and hanukkah party,12/6/15,Off due to exercise 1 to 4,
12/6/15 23:07,12/6/15 23:10,0,128.171.71.146,100,197,1,12/6/15 23:10,R_6ssmQEabH1xFDoh,,,,,19.69760132,-155.1412964,anonymous,2036,6,6,6,5,5,5,2,9,8,5,4,6,5,6,1,1,1,5,5,6,4,4,4,5,5,2,6,architect,16,medical,15,engineer,15,scientist,15,biologist,15,commander,16,1,2,8,3,"Ram kitchen today, including cooking and cleaning","Team meeting at dinner, and Dreidel game after dinner",12/6/15,,
12/7/15 20:45,12/7/15 20:47,0,128.171.71.146,100,139,1,12/7/15 20:47,R_cFOnihBdixJZLg1,,,,,19.69760132,-155.1412964,anonymous,2033,5,5,5,5,5,5,2,2,6,1,5,5,5,5,2,2,5,5,5,5,3,1,3,3,3,3,6,architect,15,medical,15,engineer,15,scientist,15,biologist,15,commander,15,1,1,2,1,,,12/7/15,,
12/7/15 20:59,12/7/15 21:03,0,128.171.71.146,100,236,1,12/7/15 21:03,R_8q6GqFfUjaXVrvf,,,,,19.69760132,-155.1412964,anonymous,2031,6,6,6,6,6,6,2,8,8,3,4,5,5,6,1,1,2,6,5,5,3,2,4,4,4,1,6,architect,14,medical,14,engineer,14,scientist,14,biologist,14,commander,14,1,1,8,2,As usual,"Dinner, TV show",12/7/15,Sport in the afternoon,
12/7/15 21:51,12/7/15 21:53,0,128.171.71.146,100,148,1,12/7/15 21:53,R_3lMVb1j6i4vDaPH,,,,,19.69760132,-155.1412964,anonymous,2032,4,4,3,5,5,5,2,7,8,2,3,6,5,5,1,1,1,4,5,6,2,2,3,4,3,1,6,architect,16,medical,15,engineer,16,scientist,16,biologist,16,commander,16,1,1,8,3,Made awesome cookies and a great dinner,"Team meeting, was alright",12/7/15,Removed for exercise ,
12/7/15 22:22,12/7/15 22:25,0,128.171.71.146,100,148,1,12/7/15 22:25,R_5zGs9Y6u1UQZaM5,,,,,19.69760132,-155.1412964,anonymous,2036,6,6,6,5,5,5,1,9,9,3,5,6,4,6,1,1,1,4,4,6,3,2,3,5,3,1,6,architect,16,medical,16,engineer,16,scientist,16,biologist,16,commander,16,1,1,8,3,Mostly lone tasks today ,"Chatting at dinner, and watched Doctor Who after dinner ",12/7/15,Removed badge mid-afternoon for workout and shower ,
12/7/15 22:22,12/7/15 22:26,0,128.171.71.146,100,196,1,12/7/15 22:26,R_7WLkFV4VLqY9k6F,,,,,19.69760132,-155.1412964,anonymous,2035,5,5,5,5,5,5,2,7,8,4,4,5,5,5,1,1,1,5,5,5,4,3,4,4,4,2,6,architect,12,medical,13,engineer,13,scientist,13,biologist,12,commander,14,1,1,8.5,2,Planned for the coming week,Dinner and a tv show,12/7/15,Off for exercise 4 to 6,
12/7/15 23:01,12/7/15 23:04,0,128.171.71.146,100,145,1,12/7/15 23:04,R_8vQDGJs8jh2PNHf,,,,,19.69760132,-155.1412964,anonymous,2034,4,5,4,5,5,5,2,5,7,2,2,5,5,5,2,2,2,5,5,5,2,2,2,3,3,2,6,architect,14,medical,14,engineer,14,scientist,14,biologist,14,commander,14,1,1,7,2,Cleaned after dinner ,Dinner together ,12/7/15,Workout bw 3 and 5,
12/8/15 21:05,12/8/15 21:07,0,128.171.71.146,100,162,1,12/8/15 21:07,R_ewHcYcM8Re6jyvj,,,,,19.69760132,-155.1412964,anonymous,2031,6,6,6,6,6,6,2,8,8,2,4,5,5,5,2,2,2,5,5,5,4,2,4,4,4,2,6,architect,14,medical,14,engineer,14,scientist,14,biologist,14,commander,14,1,1,8,2,As usual,"Dinner, salsa",12/8/15,,
